ID,Name,Sex,Height,Weight
118332,Kotono Tanaka,F,1.66,40.0
118333,Makoto Tanaka,M,1.78,74.0
118334,Masahiro Tanaka,M,1.86,90.0
118335,Masami Tanaka,F,1.64,58.0
118336,Megumi Tanaka (-Oshima),F,1.62,46.0
118337,Miho Tanaka,F,1.6,53.0
118338,Mikiyasu Tanaka,M,1.95,89.0
118340,Mitsuteru Tanaka,M,1.74,61.0
118341,Miyako Tanaka,F,1.63,54.0
118342,Nanae Tanaka,F,1.67,53.0
118345,Satoko Tanaka (-Uji),F,1.58,59.0
118350,Tatsuya Tanaka,M,1.67,62.0
118352,Tomomi Tanaka,F,1.54,39.0
118353,Toshiyuki Tanaka,M,1.7,65.0
118357,Yukinori Tanaka,M,1.83,80.0
118358,Yukio Tanaka,M,1.84,90.0
118359,Yusuke Tanaka,M,1.66,58.0
118360,Keiko Tanaka-Ikeda,F,1.54,54.0
118361,Saburo Tanamachi,M,1.57,50.0
118362,Harry Taamor,M,1.65,48.0
118363,Katsuyuki Tanamura,M,1.84,84.0
118365,Arturo Tanaquin,M,1.65,57.0
118367,Vasiliu Tanas,M,1.72,68.0
118368,Mariana Tnas-Fricioiu,F,1.81,81.0
118369,Sopita Tanasan,F,1.54,48.0
118371,Gabriela Doina Tnae (-Hobjil),F,1.81,66.0
118374,eljko Tanaskovi,M,1.98,94.0
118375,Tamarine Tanasugarn,F,1.65,60.0
118376,Akzhurek Dostykovich Tanatarov,M,1.7,66.0
118377,Galina Tancheva,F,1.75,51.0
118378,Milka Tancheva,F,1.8,75.0
118379,Vladislava Tancheva,F,1.77,52.0
118380,Yoanna Tancheva,F,1.7,55.0
118382,Liam John Tancock,M,1.83,81.0
118385,"William Raymond ""Bill"" Tancred",M,1.93,110.0
118386,Peter Arthur Tancred,M,1.89,111.0
118388,Melissa Palma Julie Tancredi,F,1.77,73.0
118389,Lszl Tancsics,M,1.53,57.0
118390,Tandara Caixeta,F,1.84,87.0
118393,"Olof Peder ""Olle"" Tandberg",M,1.9,79.0
118394,"Alexandre ""Tande"" Ramos Samuel",M,2.0,85.0
118398,Assatou Tandian (-Ndiaye),F,1.72,68.0
118399,Merlin Koumba Abdoulaye Tandjigora,M,1.74,68.0
118400,Shikha Tandon,F,1.66,60.0
118402,"Bradley Edward ""Brad"" Tandy",M,1.91,86.0
118403,Megumi Taneda,F,1.62,57.0
118404,Susie Tanfo,F,1.66,62.0
118407,Ivan Krastev Tanev,M,1.9,112.0
118408,Tang Bin,F,1.82,72.0
118409,Tang Chiu Mang,M,1.8,72.0
118410,Tang Chunling,F,1.66,58.0
118411,Tang Gonghong,F,1.72,120.0
118413,Tang Hon Sing,M,1.75,67.0
118414,Tang Hongwei,M,1.89,85.0
118415,Tang Hua,M,1.75,77.0
118417,Tang Jingzhi,F,1.76,68.0
118418,Tang Jiuhong,F,1.72,65.0
118419,Tang Kam Man,M,1.62,48.0
118420,Tang Kei Shan,M,1.65,56.0
118421,Tang Kwok Cheung,M,1.71,60.0
118424,Tang Lin,F,1.78,78.0
118425,Tang Lingsheng,M,1.6,60.0
118426,Tang Mengni,F,1.69,59.0
118427,Tang Min,F,1.72,67.0
118428,Natasha Terri Wing Yung Tang,F,1.65,54.0
118429,Tang Peng,M,1.78,77.0
118430,Tang Peng Choi,M,1.67,68.0
118432,Tang Qingcai,M,1.66,60.0
118434,Tang Wing Keung,M,1.74,64.0
118435,Tang Xiaoyin,F,1.64,50.0
118436,Tang Xingqiang,M,1.7,61.0
118437,Tang Xuezhong,M,1.75,71.0
118438,Tang Yaodong,M,1.74,72.0
118439,Tang Yi,F,1.78,70.0
118440,Tang Yik Chun,M,1.77,67.0
118441,Tang Yongshu (-Hetian),F,1.61,59.0
118442,Tang Yuanting,F,1.75,70.0
118445,Helen Lesley Tanger,F,1.86,70.0
118446,Trine Tangeraas,F,1.69,62.0
118447,Walapa Tangjitsusorn,F,1.55,48.0
118449,Abdullo Tovashevich Tangriyev,M,1.9,132.0
118452,Kimuchi Tani,M,1.78,90.0
118454,Yoshitomo Tani,M,1.72,77.0
118455,"Tnia Maria ""Tnia Maranho"" Pereira Ribeiro",F,1.66,55.0
118456,Kinuko Tanida (-Idogawa),F,1.67,65.0
118458,Satoru Tanigawa,M,1.83,74.0
118460,Hiromi Taniguchi,M,1.71,55.0
118461,Hiroyuki Taniguchi,M,1.82,75.0
118463,Masatomo Taniguchi,M,1.86,84.0
118464,Mutsuo Taniguchi,M,1.65,57.0
118465,Noriko Taniguchi,F,1.66,66.0
118466,Shinya Taniguchi,M,1.81,71.0
118467,Takayuki Tanii,M,1.67,57.0
118468,Kanako Tanikawa,F,1.59,47.0
118470,Ayumi Tanimoto,F,1.58,63.0
118473,Yekaterina Ivanovna Tankeyeva,F,1.68,65.0
118475,Anatoly Ivanovich Tankov,M,1.63,65.0
118476,Muamer Tankovi,M,1.8,75.0
118477,Nikolina Tankucheva,F,1.57,46.0
118478,Anissa Tann-Darby,F,1.74,66.0
118479,Annette Viveka Tnnander (-Bank),F,1.79,66.0
118480,Kjell Uno Jrgen Tnnander,M,1.93,86.0
118481,Kristine Elisabeth Tnnander,F,1.79,61.0
118482,Gustav Tannenberger,M,1.69,58.0
118483,Debbie Tanner,F,1.63,48.0
118484,Elaine Tanner (-Watt),F,1.6,61.0
118485,Jakob Tanner,M,1.65,62.0
118486,John Tanner,M,1.78,70.0
118487,Jukka-Pekka Tanner,M,1.61,50.0
118489,Troy Richard Tanner,M,1.9,84.0
118492,Asami Tanno (-Chiba),F,1.62,49.0
118495,Takashi Tanoue,M,1.7,68.0
118496,Irena Tanova,F,1.68,61.0
118497,Azize Tanrkulu,F,1.72,57.0
118498,Bahri Tanrkulu,M,1.85,83.0
118499,Napalai Tansai,F,1.73,57.0
118502,Vctor Tantalean Zapata,M,1.67,65.0
118505,"Giuseppe ""Peppino"" Tanti",M,1.61,60.0
118506,Eti Lesmina Tantra (-Gunawan),F,1.62,54.0
118508,Moses Kiptarbet Tanui,M,1.65,55.0
118509,Paul Kipngetich Tanui,M,1.68,47.0
118510,William Kiptarus Tanui,M,1.83,70.0
118511,Jorge E. Tanuscio Keena,M,1.65,62.0
118512,Padasak Tanviriyavechakul,M,1.68,60.0
118516,Tao Hua,F,1.7,66.0
118519,Tao Luna,F,1.6,60.0
118520,Tao Wu-Shiun,M,1.8,64.0
118521,Tao Xiaoqiang,M,1.85,79.0
118522,Tao Yujia,F,1.63,55.0
118523,Tao Zhinan,M,1.86,82.0
118525,Sheila Christine Taormina,F,1.6,54.0
118526,Abdellah Taouane,M,1.82,63.0
118527,Anouer Taouerghi,M,1.78,77.0
118528,Mehdi Al-Taouil,M,1.76,68.0
118529,Khasanbi Urusbiyevich Taov,M,1.85,80.0
118533,Felipe Tapa Salinas,M,1.76,70.0
118534,Guillermo Tapia Preciado,M,1.95,85.0
118535,Hctor Tapia Garca,M,1.72,69.0
118536,Margarita Tapia Garca,F,1.61,50.0
118537,Nelson Antonio Tapia Ros,M,1.75,73.0
118539,Yoel Armando Tapia Gmez,M,1.85,73.0
118541,Eero Johannes Tapio,M,1.7,74.0
118543,Bralon Shazam Taplin,M,1.8,75.0
118544,Tereapii Tapoki,F,1.7,94.0
118545,"John Bernard ""Jake"" Tapp",M,1.93,91.0
118548,Kaarle Tapper,M,1.9,84.0
118549,Melissa Tapper,F,1.66,65.0
118551,Ashley Tara Tappin (-Doussan),F,1.78,66.0
118556,Patricia Anahi Tarabini,F,1.69,60.0
118557,Aleksandr Georgyevich Tarabrin,M,1.88,75.0
118558,Anatoly Petrovich Tarabrin,M,1.84,79.0
118560,Mohamed Kheir Tarabulsi,M,1.67,75.0
118561,Gabriel Alberto Taraburelli,M,1.75,58.0
118562,Bimal Chandra Tarafdar,M,1.68,60.0
118563,Sergey Nikolayevich Tarakanov,M,2.02,96.0
118565,Nelli Yurivna Tarakanova,F,1.84,92.0
118566,Giannis Taralidis,M,1.92,85.0
118567,Gheorghe arlung,M,1.57,52.0
118568,William Taramai,M,1.8,75.0
118569,Ruslan Ikhvanovich Taramov,M,1.8,75.0
118571,Maricia Titie ran (-Iordache),F,1.79,77.0
118572,Ruslana Oleksivna Taran,F,1.64,54.0
118576,"Jeffrey Gail ""Jeff"" Tarango",M,1.8,72.0
118577,Romy Tarangul,F,1.6,54.0
118578,Alexander Taransky,M,1.8,73.0
118580,Jevon Anton Tarantino,M,1.73,73.0
118581,Luigi Tarantino,M,1.88,95.0
118582,Ion ranu,M,1.7,79.0
118584,Farokh Tarapore,M,1.79,60.0
118585,Nichifor Tarara,M,1.73,86.0
118588,Kateryna Mykolavna Tarasenko,F,1.84,74.0
118590,Yuliya Tarasenko,F,1.56,46.0
118591,Grigory Arkadyevich Tarasevich,M,1.9,75.0
118594,Farzad Tarash,M,1.65,60.0
118596,Maksim Vladimirovich Tarasov,M,1.94,80.0
118597,Mikhail Tarasov,M,1.86,84.0
118600,tefan Tarasov,M,1.84,80.0
118602,Aleksandra Yevgenyevna Tarasova,F,1.7,64.0
118603,Anna Tarasova,F,1.75,60.0
118604,Irina Ivanovna Tarasova,F,1.79,115.0
118606,Yuliya Aleksandrovna Tarasova,F,1.74,66.0
118608,Carlos Emilio Tarazona,M,1.74,61.0
118610,Ahmed Tarbi,M,1.6,59.0
118611,Marcin Tarczyski,M,1.9,84.0
118612,Elbio Walter Tardguila Lavega,M,1.73,62.0
118614,Ieva Tre,F,1.84,71.0
118616,Atanas Kirilov Tarev,M,1.8,75.0
118617,"Matthew Stephen C. ""Matt"" Targett",M,1.98,90.0
118618,Riccardo Guido Leonardo Targetti,M,1.89,88.0
118619,Grzegorz Targoski,M,1.84,84.0
118620,Mahmoud Tarha,M,1.6,52.0
118622,hsan Yldrm Tarhan,M,1.83,81.0
118626,Elena Tr (-Lina),F,1.7,57.0
118627,Mauno Asarias Tarkiainen,M,1.74,62.0
118628,"John Tarkong, Jr.",M,1.73,96.0
118629,Dragan Tarla,M,2.1,115.0
118631,Ionela Trlea-Manolache,F,1.69,57.0
118633,Jri Tarmak,M,1.93,75.0
118634,Jeneba Sylvia Tarmoh,F,1.65,59.0
118636,"Friedrich-Wilhelm ""Max"" Tarnogrocki",M,1.87,72.0
118637,Pavlo Heorgiyovych Tarnovetskiy,M,1.88,85.0
118638,Oleg Tarnovschi,M,1.81,80.0
118639,Serghei Tarnovschi,M,1.78,80.0
118640,Rossella Tarolo,F,1.74,53.0
118641,Adrianus J. Taroreh,M,1.66,60.0
118642,Kory Merrill Tarpenning,M,1.8,75.0
118643,Lindsay Ann Tarpley (-Snow),F,1.65,58.0
118645,Juraj Tarr,M,1.9,88.0
118646,Merrellyn Tarr (Churchman-),F,1.67,58.0
118647,"Wrexham ""Wrex"" Tarr",M,1.84,92.0
118648,Margarita Tarradell Asencio,F,1.54,60.0
118649,Roser Tarrag Aymerich,F,1.71,62.0
118650,Blair Tarrant,M,1.85,83.0
118653,Ana Tarrs Campa,F,1.62,67.0
118656,Zoltn Trsi,M,1.92,79.0
118658,Melania Tartabull Carrasco,F,1.8,71.0
118660,Flavia Tartaglini,F,1.71,59.0
118663,Abigael Tarus,F,1.75,66.0
118664,Gabriel Bogdan rus,M,1.91,78.0
118665,Antonio Deon Tarver,M,1.88,81.0
118666,"Edie Tarves (-Gourley, -Taylor)",F,1.65,54.0
118667,Taworn Tarwan,M,1.64,52.0
118668,Davis Edward Tarwater,M,1.85,85.0
118671,Aysel Ta (Shevkedova-),F,1.68,77.0
118673,Toshio Tasaki,M,1.68,64.0
118674,Priit Tasane,M,1.82,83.0
118677,Sedat Tac,M,1.73,57.0
118678,Dailin Taset Aguilar,F,1.57,55.0
118679,Atanas Tasev,M,1.71,86.0
118680,Ivan Tasev,M,1.89,90.0
118681,Aleksandar Tasevski,M,1.93,90.0
118682,Kanami Tashiro,F,1.73,66.0
118683,Katsuaki Tashiro,M,1.68,64.0
118685,Miku Tashiro,F,1.63,63.0
118686,Shigetoshi Tashiro,M,1.63,54.0
118687,Toshiro Tashiro,M,1.73,77.0
118688,Yasutaka Tashiro,M,1.68,54.0
118689,Lesley Catherine Tashlin,F,1.7,63.0
118690,Sideris Tasiadis,M,1.79,79.0
118692,Lynne Tasker,F,1.66,60.0
118693,"Roland Leslie ""Rolly"" Tasker",M,1.8,79.0
118694,Ayhan Takn,M,1.83,103.0
118695,Yasemin zlem Takn,F,1.73,64.0
118698,Celal Takran,M,1.75,75.0
118699,Apostolos Taskoudis,M,1.73,66.0
118700,Dimitar Krumov Taskov,M,1.7,60.0
118701,Gretta Taslakian (-Yerevanian),F,1.73,58.0
118702,Elmurat Zulypkarovich Tasmuradov,M,1.6,59.0
118704,tefan Tanadi,M,1.83,110.0
118705,Vadym Zaurbekovych Tasoiev,M,1.82,96.0
118706,Atalanti Maria Tasouli,F,1.78,68.0
118707,Atilio L. Tass,M,1.85,75.0
118708,Olga Tass-Lemhnyi (Todenbier-),F,1.6,57.0
118712,Mauro Tassotti,M,1.77,72.0
118714,Rose Tata-Muya,F,1.63,50.0
118715,Karoline Lusitania Tatafu,F,1.76,70.0
118716,Tibor Tatai,M,1.85,84.0
118717,Istvn Tatr,M,1.74,68.0
118718,Kibar Tatar,M,1.69,60.0
118719,Mihly Tatr,M,1.89,85.0
118720,Nur Tatar,F,1.73,67.0
118721,Seyfi Ebuset Tatar,M,1.65,57.0
118723,Vladimir Iosifovich Tatarchuk,M,1.7,63.0
118724,Anastasiya Alekseyevna Tatareva,F,1.65,44.0
118725,Miranda Tatari,F,1.74,73.0
118726,Nikolay Matveyevich Tatarinov,M,1.72,67.0
118727,Olena Valeriyvna Tatarkova (-Feltham),F,1.74,52.0
118728,Selim Tatarolu,M,1.9,100.0
118729,Vadim Tatarov,M,1.79,72.0
118730,Florintin Tataru,M,1.82,82.0
118733,Ethlyn Tate,F,1.62,52.0
118734,Frank Tate,M,1.83,71.0
118736,"Jennifer ""Jenny"" Tate (-Beer)",F,1.72,56.0
118737,"John ""Johnny"" Tate",M,1.93,104.0
118738,Marcia Tate (-Golding),F,1.68,58.0
118739,"Norman ""Norm"" Tate",M,1.83,82.0
118740,Ryo Tateishi,M,1.82,70.0
118741,Chiyori Tateno (-Masuchi),F,1.55,56.0
118742,Tetsuya Tateno,M,1.77,73.0
118744,Alisha Tatham,F,1.8,75.0
118747,Reidun Tatham,F,1.72,61.0
118748,Tamara T. Tatham,F,1.85,79.0
118750,Mikls Ttrai,M,1.83,97.0
118751,Geza Tatrallyay,M,1.9,80.0
118752,Maria Tatsi,F,1.67,69.0
118754,Juri Tatsumi,F,1.6,52.0
118756,Gemma Tattersall,F,1.65,69.0
118757,Robin Erskine Tattersall,M,1.89,84.0
118760,Jan Tau,M,1.62,49.0
118761,Ulaipalota Tauatama,M,1.64,57.0
118762,Ari Michael Taub,M,1.91,120.0
118765,Ulrike Tauber (-Lebek),F,1.73,61.0
118766,Frank Taubert,M,1.72,70.0
118767,Josef Tauchner,M,1.67,66.0
118768,Ewald Tauer,M,1.64,62.0
118769,Pita Nikolas Taufatofua,M,1.92,100.0
118772,"Antonio ""Toni"" Tauler Lluls",M,1.85,78.0
118773,SioSifa Taumoepeau,M,1.7,80.0
118777,Michal Taupin,M,1.8,67.0
118778,Diana Lurena Taurasi,F,1.83,70.0
118779,Jos Manuel Taure Menndez,M,1.78,74.0
118780,Jai Desmond Taurima,M,1.88,80.0
118783,Mary Anne Tauskey (-Parkhurst),F,1.6,49.0
118785,Michael Tauson,M,1.93,83.0
118787,Nathalie Tauziat,F,1.65,54.0
118790,Vaciseva Tavaga,F,1.82,65.0
118791,Bahram Tavakoli,M,1.81,72.0
118792,Hossein Tavakoli,M,1.8,105.0
118793,Jahangir Tavakoli,M,1.87,80.0
118794,Amir Tavakolian Haghighi,M,1.75,69.0
118795,Antnio Fial Tavares,M,1.73,76.0
118797,Mara do Carmo Snchez Tavares de Miranda,F,1.65,55.0
118799,Elzira de Ftima Borges Tavares Barros,F,1.84,86.0
118802,Maria Leonor Ribeiro Tavares,F,1.65,55.0
118803,Maria Odete Sanches Tavares,F,1.69,72.0
118804,Rogrio Manuel de Castro Tavares,M,1.68,78.0
118805,Sandra Helena Ribeiro Tavares (-Homo),F,1.66,60.0
118806,Sandra Tavres Batista,F,1.73,55.0
118807,Ane Tavar,M,1.87,79.0
118810,Inga Tavdishvili,F,1.7,44.0
118811,Sharon Tavengwa,F,1.57,47.0
118812,Ettore Tavernari,M,1.73,65.0
118813,Alexandra Tavernier,F,1.7,82.0
118815,Imre Taveter,M,1.81,96.0
118816,Pauli Jalmar Tavisalo,M,1.76,66.5
118817,Artur Tavkazakhov,M,1.74,66.0
118818,Rebecca Tavo,F,1.72,75.0
118819,Satupaitea Farani Tavui,M,1.67,81.0
118822,Kesaia Tawai,F,1.66,71.0
118823,Amjad Tawalbeh,M,1.86,72.0
118827,Torbjrn Ingemar Taxn,M,1.93,85.0
118832,"Chin Say ""Molly"" Tay",F,1.45,41.0
118833,Sbastien Tayac,M,1.66,61.0
118834,Hirokatsu Tayama,M,1.67,62.0
118837,Omar Tayara Rodrguez,M,1.75,65.0
118838,Mohammed Amine Tayeb,M,1.9,100.0
118839,Behnam Tayebi Kermani,M,1.73,54.0
118842,Ali Tayla,M,1.85,73.0
118843,Kaan Tayla,M,1.87,77.0
118844,Nurcan Taylan,F,1.51,48.0
118845,"Richard John ""Dick"" Tayler",M,1.77,65.0
118846,Michael Tayler,M,1.75,69.0
118850,Alan Taylor,M,1.84,80.0
118854,Andrew Taylor,M,1.82,92.0
118855,"Angelo F. Taylor, Jr.",M,1.88,84.0
118858,"Elizabeth Garner ""Betty"" Taylor (-Campbell)",F,1.67,53.0
118859,"William ""Billy"" Taylor",M,1.65,57.0
118861,Brenda Susan Taylor,F,1.73,66.0
118862,Brenda N. Taylor,F,1.72,61.0
118863,Brendon Taylor,M,1.8,74.0
118864,Cameron Phillip Taylor,M,1.87,77.0
118865,Charles (Kweku-) Taylor (Asampong-),M,1.74,80.0
118866,Charlotte Louise Taylor,F,1.65,57.0
118867,Cherise Taylor,F,1.68,54.0
118868,Chris Taylor,M,1.63,55.0
118869,"Christopher J. ""Chris"" Taylor",M,1.96,182.0
118870,Christian Taylor,M,1.88,81.0
118874,"Richard George ""Dick"" Taylor",M,1.8,62.0
118876,Erica Taylor,F,1.65,54.0
118877,Erin Taylor,F,1.67,66.0
118879,"Francis J. ""Frankie"" Taylor",M,1.66,54.0
118882,Gary Taylor,M,1.78,110.0
118883,Geoffrey Taylor,M,1.63,78.0
118884,Geoffrey Barron Taylor,M,1.85,80.0
118885,Gladys Taylor (-McCormack-Bird),F,1.75,62.0
118886,Denis Grant Taylor,M,1.73,75.0
118888,Harry Taylor,M,1.83,65.0
118890,Henry Taylor,M,1.65,66.0
118896,Ian Charles Boucher Taylor,M,1.85,78.0
118898,Isabel Taylor Rodrguez,F,1.62,54.0
118902,Jayde Taylor,F,1.63,62.0
118904,Jennifer Taylor,F,1.79,74.0
118905,Jermain Lee Taylor,M,1.83,71.0
118908,John Franklin Taylor,M,1.88,86.0
118909,"John Baxter Taylor, Jr.",M,1.81,74.0
118910,John Coard Taylor,M,1.8,73.0
118915,Josh Taylor,M,1.76,60.0
118916,Kathleen Francis Taylor,F,1.63,56.0
118917,"Kathleen ""Katie"" Taylor",F,1.65,60.0
118918,Kevin Taylor,M,1.65,57.0
118919,Larry James Taylor Junior,M,1.88,85.0
118920,Leon Roy Taylor,M,1.78,74.0
118923,Mark Taylor,M,1.82,76.0
118924,"Matthew McLeod ""Matt"" Taylor",M,1.77,79.0
118926,Meldrick Taylor,M,1.67,57.0
118927,Frederick Morgan Taylor,M,1.85,75.0
118928,Neil John Taylor,M,1.75,65.0
118930,"Oliver William ""Ollie"" Taylor",M,1.7,53.0
118932,"Penelope Jane ""Penny"" Taylor (-Gil-)",F,1.85,72.0
118933,Peter Taylor,M,1.89,70.0
118934,Rachael Taylor,F,1.79,74.0
118936,Robbie Taylor,M,1.96,94.0
118937,Robert James Taylor,M,1.83,80.0
118938,"Ronald Roy ""Ron"" Taylor",M,1.85,83.0
118940,Ryan Grant Taylor,M,1.75,73.0
118941,Samantha Taylor,F,1.65,59.0
118942,Scott Lee Taylor,M,1.88,69.0
118943,Shannon Taylor,F,1.73,66.0
118944,Sheila Taylor,F,1.75,70.0
118949,Sheila Janet Taylor-Carey,F,1.65,54.0
118950,Angella Marie Taylor-Issajenko,F,1.67,61.0
118951,Cdric Paul Ren Taymans,M,1.67,60.0
118953,Artur Borisovich Taymazov,M,1.9,120.0
118954,Vladimir Ivanovich Taynikov,M,1.8,78.0
118955,Charles Tayot,M,1.78,60.0
118956,Pascal Luc Tayot,M,1.88,88.0
118957,Yosuke Tazaki,M,1.79,73.0
118958,Shuji Tazawa,M,1.7,65.0
118959,Servet Tazegl,M,1.8,68.0
118964,Gerardo Tazzer Valencia,M,1.74,68.0
118965,Marian Taaj,M,1.7,70.0
118967,William Tchamba,M,1.93,92.0
118968,Ernest Tch-Noubossie,M,1.85,80.0
118970,Audrey Tcheumo,F,1.77,78.0
118971,Alexander Tchigir,M,1.91,82.0
118973,Alicja Maria Tchrz,F,1.76,68.0
118974,"Elizabeth ""Liz"" Tchou",F,1.6,57.0
118975,Christelle Nana Tchoudjang,F,1.84,80.0
118976,Bernard Tchoullouyan,M,1.78,84.0
118977,Agns Tchuint,F,1.68,75.0
118978,Talita Marie Te Flan,F,1.76,63.0
118981,Terina Lily Te Tamaki,F,1.65,67.0
118982,"Condinitha ""Connie"" Teaberry (-Lindsey)",F,1.79,76.0
118983,Taylor Hill Teagarden,M,1.87,90.0
118984,"Edwin Lee ""Ed"" Teague",M,1.7,66.0
118985,"Jeffrey ""Jeff"" Teale",M,1.87,118.0
118986,Charles Teamboueon,M,1.75,73.0
118987,Laura Teani,F,1.75,75.0
118988,"Hugh Desmond ""Hughie"" Teape",M,1.78,73.0
118991,Karen Tebar (Schetter-),F,1.59,57.0
118992,Sadat Tebazaalwa,M,1.68,69.0
118993,Abdul Tebazalwa,M,1.62,54.0
118994,Ren Tebbel,M,1.82,84.0
118996,Adisu Tebebu,M,1.7,60.0
118997,Egls Tbelis,M,1.95,81.0
118998,Irina Viktorovna Tebenikhina,F,1.89,76.0
118999,Mourad Al-Tebourski,M,1.86,82.0
119000,"Gerardus Franciscus ""Gerard"" Tebroke",M,1.84,70.0
119001,Mike Wedston Tebulo,M,1.76,76.0
119002,"Roberto ""Teco"" Franqueira",M,1.76,73.0
119003,Horia Tecu,M,1.92,90.0
119004,Jon Tecedor Anguinaga,M,1.79,135.0
119005,Albert Techov,M,1.63,63.0
119006,Lage Herbert Tedenby,M,1.77,68.0
119007,Yelkan Matveyevich Tedeyev,M,1.6,65.0
119008,Levan Tediashvili,M,1.86,90.0
119009,Dzhambolat Soslanovych Tedieiev,M,1.8,89.0
119010,Elbrus Soslanovych Tedieiev,M,1.67,66.0
119012,Tee Jing Yi,F,1.67,58.0
119014,Pramote Teerawiwatana,M,1.74,65.0
119015,Margje Josepha Teeuwen (-Stenders),F,1.64,59.0
119016,Arjen Gerald Teeuwissen,M,1.95,87.0
119017,Angeliki Tefani,F,1.65,53.0
119018,Marhu Abinet Teferi,M,1.64,52.0
119019,Senbere Teferi,F,1.68,52.0
119020,Martin Teffer,M,2.01,84.0
119021,Frdric Fokejou Tefot,M,1.87,133.0
119022,Hans Erik Tegeback,M,1.82,68.0
119023,Tommy Vigart Tegelgrd,M,1.8,75.0
119024,"Matthew ""Matt"" Tegenkamp",M,1.86,68.0
119026,Rebecca Tegg,F,1.71,75.0
119027,Susan Tegg,F,1.66,55.0
119029,Ferenc Gbor Tgla,M,1.85,102.0
119033,Frida Tegstedt,F,1.8,80.0
119034,"Chee Fei ""Ricky"" Teh",M,1.78,88.0
119035,Mohamed Tehraniami,M,1.72,74.0
119036,Peter Teicher,M,1.82,80.0
119040,Luigi Teilemb,M,1.87,80.0
119041,"Hans Ossian Arvid ""Ossi"" Teileri (Tejler-)",M,1.78,67.0
119043,Teina Teiti,M,1.85,85.0
119045,Andr Luiz Castro Teixeira,M,1.92,78.0
119046,Cristina Bassani Teixeira,F,1.68,56.0
119047,Diana Teixeira,F,1.5,39.0
119048,verson da Silva Teixeira,M,1.85,72.0
119049,Henrique Selicani Teixeira,M,1.92,100.0
119050,Janice Gil Teixeira,F,1.7,73.0
119051,Joedison de Jesus Teixeira,M,1.72,69.0
119052,Lara Puglia Teixeira Cianciarulo,F,1.67,57.0
119053,Rita de Cssia Teixeira,F,1.81,63.0
119054,Venilton Torres Teixeira,M,1.82,58.0
119055,Vitor Alves Teixeira,M,1.74,70.0
119057,Issam Tej,M,1.87,110.0
119059,Anay Tejeda Quesada,F,1.65,58.0
119060,Carlos Arturo Tejeda Rivera,M,1.98,90.0
119063,Gladys Lucy Tejeda Pucuhuaranga,F,1.56,47.0
119064,Francisco Tejedor Casseres,M,1.68,48.0
119065,Mara Tejerina Mackern,F,1.69,63.0
119066,Daniel Teklehaymanot Girmazion,M,1.88,71.0
119068,Tetiana Heorhivna Teklian-Semykina (-Yatsenkian-),F,1.63,60.0
119070,Jorge Telch,M,1.7,60.0
119071,Kristina Minna Telde,F,1.66,54.0
119073,dm Tams Telegdy,M,1.94,77.0
119074,Gyrgy Telegdy,M,1.88,80.0
119075,Istvn Telegdy,M,1.68,68.0
119076,Toivo Anselm Telen,M,1.88,90.0
119077,Sabina Telensk,F,1.77,77.0
119078,Yelena Ivanovna Telepushkina,F,1.65,55.0
119079,Cludia Jaqueline Lopes Teles,F,1.66,57.0
119080,Marcio Soares Teles,M,1.8,68.0
119082,"Donald ""Don"" Telfer",M,1.83,87.0
119086,"Raymond D. ""Ray"" Telford",M,1.73,70.0
119093,Gonzalo Ral Tellechea,M,1.74,61.0
119098,Leonel Teller,M,1.76,62.0
119099,Maider Tellera Goi,F,1.6,60.0
119100,Soraya Vieira Telles Teixeira,F,1.68,54.0
119101,Dulce Mara Tllez Palacio,F,1.79,74.0
119102,"Eduardo Antonio ""Eddy"" Tllez Valerino",M,1.8,70.0
119104,Imilsis Tllez Quesada,F,1.79,60.0
119105,Jos Luis Tellez Gonzlez,M,1.7,76.0
119106,Norberto Tllez Santana,M,1.86,78.0
119108,"Sylvie ""Sylviane"" Telliez (Marotel-)",F,1.7,58.0
119109,Remo Tellini,M,1.76,72.0
119110,Cristian Tello Herrera,M,1.78,65.0
119112,Rodrigo lvaro Tello Valenzuela,M,1.7,68.0
119115,Eleni Teloni (Demetriou-),F,1.74,85.0
119117,Rodman Teltull,M,1.7,64.0
119118,Mariya Telushkina,F,1.78,90.0
119120,Kenias Tembo,M,1.73,56.0
119122,Georgia-Anastasia Tembou,F,1.42,37.0
119123,Fuat Temel,M,1.64,48.0
119124,Florian Skilang Temengil,M,1.83,125.0
119126,"Andrea Temesvri (-Trunkos, -Visontai)",F,1.8,64.0
119127,Anna Temesvri (Tamasovics),F,1.64,60.0
119129,Ott Temesvri,M,1.92,86.0
119130,Danial Temim,M,1.87,70.0
119131,Lenur Serverovych Temirov,M,1.67,66.0
119132,smail Temiz,M,1.76,90.0
119133,Marcus Temke,M,1.87,87.0
119135,Apete Temo,M,1.79,63.0
119136,Nicola Tempesta,M,1.81,108.0
119137,Stefano Tempesti,M,2.05,100.0
119138,Riccardo Tempestini,M,1.84,78.0
119139,Stephane Tempier,M,1.82,62.0
119141,James Robert Templer,M,1.76,67.0
119142,"Robert Lyman ""Dink"" Templeton",M,1.78,75.0
119143,Sandra Temporelli,F,1.69,55.0
119144,Ariosto Temporin,M,1.91,87.0
119145,Amir Temraz,M,1.94,94.0
119146,Novruz Temrezov,M,1.73,84.0
119147,Nabiba Naftali Temu,M,1.74,62.0
119149,Giel ten Bosch,M,1.8,80.0
