ID,Name,Sex,Height,Weight
17435,George Calhern,M,1.88,75.0
17437,Lee Quincy Calhoun,M,1.85,75.0
17438,"Patrick Maloney ""Pat"" Calhoun",M,1.83,84.0
17439,Vincenza Cal,F,1.71,62.0
17440,Lus Miguel Saldanha Calio,M,1.69,72.0
17441,"Daniel Benjamin ""Danny"" Califf",M,1.85,79.0
17442,ke Waldemar Califf,M,1.79,65.0
17444,Paul David Caligiuri,M,1.78,80.0
17447,Rfat alkan,M,1.75,70.0
17448,Tuncay Caliskan,M,1.8,68.0
17449,Policarpio Calizaya Huaca,M,1.72,62.0
17450,Sonia Calizaya Huanca,F,1.51,43.0
17451,Briken Calja,M,1.7,69.0
17452,Beth Calkin,F,1.54,71.0
17454,ke Halvard Call,M,1.8,87.0
17455,Henrique Alves Callado,M,1.63,63.0
17456,Guy James Callaghan,M,1.78,72.0
17457,"Kathleen Alice ""Kathy"" Callaghan",F,1.75,71.0
17458,Martin Callaghan,M,1.84,94.0
17460,Leah Mariem Lorraine Callahan (-Ferguson),F,1.61,72.0
17461,"Elizabeth A. ""Libby"" Callahan",F,1.57,64.0
17463,Sharon Marie Callahan (-McKniff),F,1.86,66.0
17464,Walter Edward Callander,M,1.8,70.0
17465,Andrew John Callard,M,1.78,83.0
17467,"Alessandro ""Sandro"" Callari",M,1.8,72.0
17468,Ann Callaway (-Redgrave),F,1.82,75.0
17469,lvaro Calle,M,1.64,62.0
17470,Mara Elena Calle Galarza,F,1.62,54.0
17471,Mara Luisa Calle Williams,F,1.7,51.0
17473,Beatrice Callegari,F,1.75,59.0
17474,Jaime Callejas,M,1.72,68.0
17475,Peter Callenbach,M,1.85,95.0
17476,Clarence H. Callender,M,1.79,75.0
17478,Emmanuel Earl Callender,M,1.89,86.0
17479,Els Callens,F,1.77,58.0
17481,Agustn Calleri Shaal,M,1.82,86.0
17482,Jonathan Calleri,M,1.79,75.0
17485,Chiara Calligaris,F,1.67,57.0
17486,Mauro Calligaris,M,1.85,78.0
17487,Novella Calligaris,F,1.63,48.0
17488,Romana Calligaris,F,1.73,62.0
17489,Facundo Callioni,M,1.83,77.0
17491,Nicole Callisto,F,1.7,66.0
17494,Ashley John Callus,M,1.88,85.0
17496,Carole Calmes,F,1.58,60.0
17501,Neal John Caloia,M,1.85,82.0
17503,Andrs Roberto Calonge,M,1.82,72.0
17505,Roberto Calovi,M,1.84,75.0
17506,Fernando Calp Kedinger,M,1.9,83.0
17508,Antonino Caltabiano,M,1.6,52.0
17509,Daniel Caluag,M,1.67,77.0
17510,Dyana Jane Calub,F,1.75,69.0
17512,Mlina Clugreanu,F,1.76,66.0
17513,Dominador S. Calumarde,M,1.63,56.0
17514,Jol Ignacio Calva Vazquez ,M,1.77,70.0
17516,Raymond R. Calverley,M,1.84,73.0
17519,Schillonie Calvert,F,1.66,57.0
17520,Sherry Lynn Calvert,F,1.83,70.0
17523,Alessandro Calvi,M,1.97,75.0
17525,Eva Calvo Gmez,F,1.76,57.0
17526,Gabriel Calvo Fernndez,M,1.68,62.0
17527,Jos Luis Calvo lvarez,M,1.75,75.0
17528,Jossimar Orlando Calvo Moreo,M,1.6,54.0
17529,Michael Calvo Villamil,M,1.82,65.0
17531,Tania Calvo Barbero,F,1.66,64.0
17534,Maximiliano Matas Calzada Fuentes,M,1.7,69.0
17535,"Ricardo ""Ricky"" Calzada Benoit",M,1.85,75.0
17536,Nelson Calzadilla,M,1.67,60.0
17537,Euclides Calzado Lpez-Cardona,M,1.66,71.0
17538,Juan ngel Calzado de Castro,M,1.8,70.0
17539,Amalia Calzavara,F,1.67,61.0
17541,Sandra Cam,F,1.78,70.0
17545,Francisco Javier Camacho Gmez,M,1.69,57.0
17546,Jonathan Javier Camacho Riera,M,1.9,75.0
17547,Jos Gregorio Camacho Lascarro,M,1.72,90.0
17548,Juan Rodrigo Camacho,M,1.76,62.0
17550,Leonardo Camacho,M,1.7,68.0
17551,Paulo Antnio de Castro Camacho,M,1.76,78.0
17552,Pedro Jos Camacho Cotto,M,1.78,69.0
17553,Ricardo Camacho Garca,M,1.75,66.0
17554,Rubn Camacho Salas,M,1.77,73.0
17555,Sergio Andrs Camacho Redondo,M,1.85,110.0
17556,Chakyl Pfiffer Camal,M,1.86,80.0
17557,Ramn Camallonga Navarro,M,1.89,79.0
17558,Alioune Camara,M,1.68,82.0
17560,Alyn Camara,M,1.96,84.0
17561,Amadou Camara,M,1.63,69.0
17563,Bounkou Camara,F,1.67,55.0
17564,Dede Camara,F,1.59,61.0
17565,Doudas Leydi Camara,M,1.85,73.0
17567,Hamadi Camara,M,1.82,80.0
17569,Kadiatou Camara,F,1.82,60.0
17576,Pierre Camara,M,1.81,74.0
17578,Sara Camara,M,1.79,70.0
17581,Alexandre Camarasa,M,1.93,100.0
17582,Enrique Camarena Olivert,M,1.65,65.0
17583,"Jillian Mary ""Jill"" Camarena-Williams",F,1.78,113.0
17584,Lucas Hernn Camareri,M,1.76,72.0
17585,Alexandre Camargo,M,1.77,75.0
17588,Marco Antonio Camargo Gonzlez,M,1.7,68.0
17589,Christopher Camat,M,1.75,75.0
17591,"Elizabeth Folake ""Liz"" Cambage",F,2.03,98.0
17592,Eva Cambal,F,1.73,69.0
17593,Ivn Cambar Rodrguez,M,1.63,77.0
17595,Irene Camber-Corno,F,1.69,63.0
17599,Jason Cambitzis,M,1.85,106.0
17600,Mattia Camboni,M,1.8,70.0
17601,Charlotte Camboulives,F,1.6,39.0
17602,"Asuka Antonio ""Aska"" Cambridge",M,1.79,74.0
17603,"Barrington ""Barry"" Cambridge",M,1.75,64.0
17604,Jos Arturo Cambroni,M,1.71,79.0
17605,Daniel Camejo Octavio,M,1.7,69.0
17606,Ibrahim Camejo Savas,M,1.8,79.0
17607,"Pedro Miguel ""Peter"" Camejo Guanche",M,1.79,65.0
17612,Oscar Camenzind,M,1.73,63.0
17613,Milagros Beatriz Cmere Puga,F,1.78,63.0
17614,Maria Elena Camerin,F,1.65,56.0
17618,"Bertland ""Bert"" Cameron",M,1.88,79.0
17619,"Beverley ""Bev"" Cameron",F,1.73,60.0
17620,Brendon Mark Cameron,M,1.82,79.0
17621,Cynthia Cameron,F,1.7,55.0
17622,David Allen Cameron,M,1.83,92.0
17623,"Donald ""Don"" Cameron",M,1.82,81.0
17628,Katrina Cameron,F,1.57,38.0
17630,Mark Cameron,M,1.78,109.0
17631,Michelle A. Cameron (-Coulter),F,1.74,59.0
17632,"Sean MacPherson ""Pero"" Cameron",M,2.0,130.0
17635,"Anthony ""Tony"" Cameron",M,1.75,61.0
17636,Tracy Cameron,F,1.72,58.0
17639,Jean-Claude Cameroun,M,1.68,60.0
17645,Paul Camilleri,M,1.71,69.0
17646,Russell Anthony Camilleri,M,1.83,79.0
17648,Dayane Camilo da Silva,F,1.6,46.0
17649,Dimas Camilo Corts,M,1.64,62.0
17650,Tiago Henrique de Oliveira Camilo,M,1.8,90.0
17651,Yssica Camilo Gonzlez,F,1.68,73.0
17652,Jorge N. Camia Borda,M,1.7,67.0
17653,Rafael Camia Borda,M,1.7,65.0
17654,Roberto Caminero Prez,M,1.66,60.0
17656,Roberto Cammarelle,M,1.9,101.5
17658,Pierre A. Camoletti,M,1.83,80.0
17659,Nuria Camn Farell,F,1.62,57.0
17660,Paolo Camossi,M,1.76,72.0
17663,"Bradley Dale ""Brad"" Camp",M,1.67,57.0
17665,"Alessandro ""Sandro"" Campagna",M,1.82,80.0
17668,Cosetta Campana,F,1.78,64.0
17669,Giorgia Campana,F,1.52,49.0
17670,Loris Campana,M,1.77,75.0
17671,Martn Nicols Campaa Delgado,M,1.85,75.0
17672,Pablo Jos Campana Saenz,M,1.8,70.0
17673,Giorgio Campanella,M,1.68,60.0
17674,Luigi Campanella,M,1.64,60.0
17675,Salvatore Campanella,M,1.84,97.0
17676,Benit Campargue,M,1.7,67.0
17677,Facundo Campazzo,M,1.81,85.0
17678,Alan Campbell,M,1.91,96.0
17679,Amber Campbell,F,1.71,90.0
17680,"Andrew Campbell, Jr.",M,1.78,70.0
17681,Andrew Campbell,M,1.83,82.0
17682,"Andrew ""Andy"" Campbell",M,2.18,93.0
17683,"Benny Marshall ""Ben"" (Ben Nighthorse-) Campbell",M,1.8,93.0
17684,Bronte Campbell,F,1.79,58.0
17687,Cate Natalie Campbell,F,1.86,67.0
17690,"Christopher Lundy ""Chris"" Campbell",M,1.72,90.0
17691,Christine Marie Campbell,F,1.7,68.0
17694,Colin William Ashburner Campbell,M,1.85,76.0
17695,Cora Campbell,F,1.78,62.0
17697,Darren Andrew Campbell,M,1.83,83.0
17698,"David ""Dave"" Campbell",M,1.77,65.0
17699,"David Hector ""Dave"" Campbell",M,1.88,84.0
17703,Douglas Campbell,M,1.83,79.0
17704,Eduardo Campbell,M,1.61,55.0
17708,Gilberto Campbell Campbell,M,1.9,85.0
17710,Harry Campbell,M,1.73,59.0
17711,Iain Campbell,M,1.8,79.0
17712,Ian Bernard Campbell,M,1.83,74.0
17716,"Jeffrey Guy ""Jeff"" Campbell",M,1.93,94.0
17718,"Jodocus David ""Jody"" Campbell",M,1.9,89.0
17721,John Alexander Campbell,M,1.88,91.0
17723,John Campbell,M,1.75,57.0
17724,Juliet Jean Campbell,F,1.78,62.0
17725,Kelsey Rene Campbell,F,1.63,55.0
17726,Kemoy Campbell,M,1.68,57.0
17727,"Kenneth ""Ken"" Campbell",M,1.84,76.0
17728,Kenneth Campbell,M,1.57,57.0
17729,Lisa Jayne Campbell,F,1.71,79.0
17730,Logan Campbell,M,1.77,68.0
17731,Luke Campbell,M,2.02,98.0
17733,Madeleine Anne Campbell,F,1.8,59.0
17734,Marvin Julian Campbell,M,1.73,73.0
17735,Walter Menzies Campbell,M,1.88,79.0
17736,Michael Campbell,M,1.88,83.0
17737,"Milton Gray ""Milt"" Campbell",M,1.9,94.0
17738,Neil William Campbell,M,1.93,79.0
17740,George Peter Campbell,M,1.93,89.0
17741,Rachelle Campbell (-Clausen),F,1.78,63.0
17742,"Richard ""Richie"" Campbell",M,1.93,99.0
17743,Robin Theresa Campbell (-Bennett),F,1.75,58.0
17745,"Samuel ""Sam"" Campbell",M,1.8,66.0
17746,"Dwight Alexander ""Sandy"" Campbell",M,1.83,82.0
17747,Sean Campbell,M,1.77,70.0
17748,Simoya Kadine Campbell,F,1.67,54.0
17749,"Thomas S. ""Tom"" Campbell",M,1.83,68.0
17750,"Anthony Eugene ""Tonie"" Campbell",M,1.88,77.0
17751,Trevor Campbell,M,1.8,70.0
17753,William Campbell,M,1.72,75.0
17755,Veronica Angella Campbell-Brown,F,1.68,58.0
17757,David Campbell-James,M,1.75,69.0
17760,Fleurette Campeau (-Therrien),F,1.65,60.0
17762,Ranieri Campello,M,1.8,64.0
17763,Gonzalo Jos Campero,M,1.84,76.0
17767,Roco Campigli,F,1.73,70.0
17768,Filippo Campioli,M,1.93,82.0
17769,Kvin Campion,M,1.83,63.0
17770,"Edward ""Ned"" Campion",M,1.74,61.0
17771,Richard Campion,M,1.7,73.0
17772,Cosimo Teodoro Campioto,M,1.76,78.0
17773,Samuel Campis,M,1.8,72.0
17775,Alfredo Jos Campo Vintimilla,M,1.92,90.0
17779,Omar Camporese,M,1.88,78.0
17780,Pietro Camporesi,M,1.82,72.0
17781,Andr Nicolas de Campos,M,1.85,80.0
17782,Jos Antonio Campos Quiles,M,1.74,64.0
17784,Eladio Campos Aleman,M,1.73,65.0
17785,Angel Eloy Campos,M,1.73,66.0
17786,Emilio Campos,M,1.71,71.0
17787,Enrique Campos,M,1.65,60.0
17788,Francisca Linoska Campos Salas,F,1.69,56.0
17789,Guilherme de Oliveira Campos,M,1.86,86.0
17790,Hctor Oscar Campos,M,1.78,82.0
17791,Hctor Fernando Campos Bermudez,M,1.88,90.0
17792,Herminio Campos Aylln,M,1.7,65.0
17793,Joo Jos Pontes Campos,M,1.73,55.0
17794,Jorge Moiss Campos Valds,M,1.84,77.0
17795,Jorge Francisco Campos Navarrete,M,1.75,69.0
17796,Jorge Luis Campos Velsquez,M,1.72,68.0
17797,Kilmar Campos,M,1.75,78.0
17798,Laura Campos Prieto,F,1.5,48.0
17799,Luis Campos,M,1.65,55.0
17800,Lus Henry Campos Cruz,M,1.66,61.0
17801,Luiza Gonzalez da Costa Campos,F,1.65,64.0
17802,Manuel Jorge Almeida Campos,M,1.63,60.0
17803,Pablo Juan Campos,M,1.82,105.0
17806,Ricardo Campos Hernndez,M,1.5,56.0
17807,Rosa Irene Campos Prez,F,1.65,67.0
17808,Rosiclia Cardoso Campos,F,1.75,66.0
17809,Vctor Hugo Campos,M,1.77,74.0
17810,Walter Antonio de los Angeles Campos Miranda,M,1.75,71.0
17811,Astrid Roxana Camposeco Hernndez,F,1.67,84.0
17812,Roberto Camposeco Marques,M,1.74,66.0
17814,Mara Pilar Campoy,F,1.58,48.0
17815,Niccol Campriani,M,1.77,80.0
17816,"Bernard Wilhelmus Leonard ""Berny"" Camps",M,1.8,68.0
17819,"Magdalena Moira ""Magda"" Camps Pages",F,1.68,58.0
17820,Xavier Camps Quibus,M,1.8,77.0
17822,Giovanni Camputaro,M,1.58,51.0
17824,Daniela Campuzano Chvez Pen,F,1.73,56.0
17825,Pavel Camrda,M,1.79,69.0
17826,amsulvara amsulvarayev,M,1.73,74.0
17827,Catarina Juliana Camufal,F,1.67,67.0
17828,Regina Edite Camumbila,F,1.74,65.0
17829,Beatriz Camuas,F,1.7,60.0
17830,Pedro Camus Prez,M,1.77,75.0
17835,Eyp Can,M,1.65,51.0
17836,Yasemin Can,F,1.66,49.0
17837,Kelvin Jos Caa Infante,M,1.73,72.0
17839,Alberto Canal Chonros,M,1.79,76.0
17840,David Canal Valero,M,1.82,75.0
17841,Fernando J. Caales,M,1.82,80.0
17845,Ezequiel Mendonca Canrio,M,1.81,61.0
17849,"Guillermo Ignacio ""Willy"" Caas",M,1.85,85.0
17850,Jorge Antonio Cnaves,M,1.82,82.0
17851,Pierre Canavse,M,1.78,70.0
17853,Ali Canay,M,1.62,48.0
17855,ngel Cancel Acevedo,M,1.9,84.0
17857,Fabian Cancellara,M,1.86,81.0
17859,Sergio Canciani,M,2.0,87.0
17861,Nurullah Candan,M,1.92,81.0
17863,Marie-Florence Candassamy,F,1.85,74.0
17864,Hermenegildo Almeida Candeias,M,1.62,55.0
17865,Vincent Philippe Antoine Candela,M,1.8,73.0
17866,Felicia Candelario,F,1.62,55.0
17867,Bibiana Candelas Ramrez,F,1.96,78.0
17868,Yann Candele,M,1.73,82.0
17869,Pierre Candelo,M,1.71,88.0
17871,Julien Candelon,M,1.7,80.0
17876,Lucas Benedito Cndido,M,1.85,88.0
17878,Lourdes Candini,F,1.7,60.0
17879,Susana Candini,F,1.65,55.0
17881,John Candler,M,1.68,65.0
17882,Claudio Candotti,M,1.74,70.0
17883,Antonio Candreva,M,1.8,72.0
17884,Bruno Candrian,M,1.6,65.0
17887,William Arthur Francis Candy,M,1.75,81.0
17889,Paolo Can,M,1.8,68.0
17892,Joan Caellas Reixach,M,1.98,100.0
17894,Hersony Gadiel Caneln Vera,M,1.76,73.0
17895,Carlos Canepa Bustamante,M,1.75,75.0
17896,Diego Hernn Cnepa,M,1.78,82.0
17897,Mariano Andres Cnepa,M,1.87,104.0
17900,Stphane Canet,M,1.92,85.0
17901,Sylvie Canet (-Caillat),F,1.64,55.0
17902,Carlos Rubn Caete,M,1.7,54.0
17903,Guillermo Caete Reyes,M,1.8,69.0
17904,Santiago Caete Pastor,M,1.59,57.0
17905,Marina Canetta Gobbi,F,1.62,51.0
17906,Marina Canetti,F,1.69,63.0
17913,Marlne Canguio,F,1.71,70.0
17914,Christopher E. Canham,M,1.85,76.0
17916,Peter Caninenberg,M,1.82,76.0
17917,Maria Canins,F,1.68,65.0
17918,Tue Cantez,F,1.88,85.0
17920,Rafael Caizares Poey,M,1.8,82.0
17921,Gregor Cankar,M,1.79,71.0
17922,Alberto Canlas,M,1.71,56.0
17923,Howard Gardsell Cann,M,1.88,98.0
17926,Achille Canna,M,1.9,76.0
17928,Fabio Cannavaro,M,1.75,72.0
17930,Curtis Ray Canning,M,1.91,89.0
17932,Johnny Cannizzaro,M,1.62,59.0
17933,Brendon Cannon,M,1.85,75.0
17935,Robert Willis Cannon,M,1.85,76.0
17936,Domenico Antonio Cannone,M,1.77,85.0
17937,Flavio Cannone,M,1.65,62.0
17939,Emilia Cano Camacho,F,1.63,54.0
17940,Flix Manuel Cano Riduejo,M,1.84,92.0
17941,"dgar Gabriel ""Gary"" Cano Olivas",M,1.75,70.0
17943,Juan Manuel Cano Ceres,M,1.68,60.0
17946,Stphanie Cano,F,1.6,58.0
17947,Vctor Cano Segura,M,1.71,69.0
17949,Alfonso Cnovas Barbera,M,1.72,75.0
17950,Novica anovi,M,1.93,71.0
17951,Ccile Canqueteau,F,1.54,42.0
17952,Shane Lewis Cansdell-Sherriff,M,1.81,76.0
17953,Guadalupe Canseco,F,1.53,53.0
17954,Bra Cansu,F,1.88,80.0
17957,Luca Cantagalli,M,1.89,94.0
17958,Julieta Cantaluppi,F,1.63,46.0
17959,Franoise Cantamessa,F,1.7,66.0
17960,Leopoldo Cantancio,M,1.76,60.0
17961,Lorenzo Cantarello,M,1.74,72.0
17962,Vasco Cantarello,M,1.8,82.0
17963,Noemi Cantele,F,1.7,58.0
17965,"Albert Anthony ""Al"" Cantello",M,1.71,74.0
17967,Tunte Cantero Artiles,M,1.82,75.0
17968,Aldo Canti,M,1.85,80.0
17969,Alfonso Canti,M,1.62,67.0
17970,Dominique Fabien Canti,M,1.77,76.0
17971,"Daniel James ""Dan"" Cantillon, II",M,1.8,79.0
17972,Jean Pierre Cantin,M,1.65,68.0
17976,Ernesto Canto Gudio,M,1.7,60.0
17977,Flvio Vianna de Ulha Canto,M,1.79,81.0
17979,Marta Cantn Gutirrez,F,1.59,43.0
17981,Attilio Cantoni,M,1.82,80.0
17982,"Daniel Michael ""Dan"" Cantore",M,1.63,67.0
17984,Maricela Cant Mata,F,1.55,46.0
17985,Christian Cantwell,M,1.93,154.0
17987,"Judith ""Judy"" Canty (-Peckham)",F,1.77,61.0
17988,Fabien Canu,M,1.82,87.0
17989,Denis Canuel,M,1.76,75.0
17990,Karol-Ann Canuel,F,1.63,51.0
17992,Cao Guicheng,M,1.6,61.0
17994,Cao Hui,F,1.75,70.0
17995,Cao Lei,F,1.68,75.0
17996,Cao Mianying,F,1.76,71.0
17998,Cao Ping,M,1.9,75.0
17999,Cao Qi,F,1.82,83.0
18000,Cao Shuo,M,1.8,77.0
18002,Cao Xiaobo,M,1.69,65.0
18003,Cao Yifei,M,1.75,75.0
18004,Cao Ying,F,1.61,55.0
18005,Cao Yuan,M,1.6,42.0
18006,Cao Yue,F,1.78,72.0
18007,Cao Zhongrong,M,1.8,73.0
18009,Vctor Hugo Capacho Pinto,M,1.65,48.0
18011,Libor Capalini,M,1.74,64.0
18013,Catherine Capdevielle,F,1.74,65.0
18014,Joan Capdevila Mndez,M,1.82,78.0
18015,Marc Capdevila Pons,M,1.82,75.0
18016,Anhel Alberta Cape,F,1.62,57.0
18020,"John Capel, Jr.",M,1.8,82.0
18022,Christophe Capelle,M,1.84,73.0
18023,Gilles Capelle,M,1.78,77.0
18024,Jean-Paul Capelle,M,1.73,68.0
18026,Adler Capelli,M,1.8,77.0
18027,Claudio Capelli,M,1.69,66.0
18028,Vincenzo Maria Capelli,M,1.93,96.0
18029,Nadine Capellmann (-Biffar-),F,1.66,51.0
18030,Ayis Capronis,M,1.8,78.0
18031,Pano Capronis,M,1.75,80.0
18032,"Geoffrey Lewis ""Geoff"" Capes",M,1.97,139.0
18033,Lee Capes (-Nobbs),F,1.7,60.0
18034,Michelle Edith Capes-Hager,F,1.67,62.0
18035,Laurent Capet,M,2.02,92.0
18036,Franca Capetta (-Birsioli),F,1.58,58.0
18037,Roger Clifford Capey,M,1.73,68.0
18041,Joo Francisco Capindica,M,1.78,72.0
18042,Mario Capio,M,1.74,83.0
18043,Andrei Capitanciuc,M,1.78,62.0
18044,Alice Capitani,F,1.43,35.0
18047,Gianluca Capitano,M,1.77,83.0
18048,Tereza apkov,F,1.62,54.0
18052,Vlado aplji,M,1.8,72.0
18053,Rene Capo,M,1.85,95.0
18054,Dean Capobianco,M,1.8,76.0
18058,Teodorico Caporaso,M,1.66,60.0
18059,Josefina Capote,F,1.78,65.0
18060,Rafael Da Costa Capote,M,1.96,109.0
18061,Dela Beatriz Capotosto,F,1.7,62.0
18062,"Deborah ""Debbie"" Capozzi",F,1.63,64.0
18064,"Charles Joseph ""Charlie"" Capozzoli",M,1.73,57.0
18065,Alessandra Cappa,F,1.79,63.0
18066,Manuel Fabrizio Cappai,M,1.68,49.0
18067,Marco Cappai,M,1.73,56.0
18068,Jrgen Wright Cappelen,M,1.7,47.0
18069,Pl Cappelen,M,1.93,86.0
18070,Felix Cappella,M,1.7,64.0
18071,Federico Cappellazzo,M,1.75,70.0
18072,Giulio Cappelli,M,1.74,72.0
18074,Alessandra Cappellotto,F,1.73,60.0
18075,Valeria Cappellotto,F,1.62,48.0
18079,"Giovanni Battista ""Giambattista"" Capretti",M,1.67,60.0
18080,Jennifer Marie Capriati,F,1.73,61.0
18081,Emilio Caprile,M,1.77,72.0
18082,Todoro Capriles,M,1.79,69.0
18083,Corina Oana Cprioriu,F,1.61,57.0
18084,Antonella Capriotti,F,1.65,55.0
18085,Anne Capron,F,1.66,54.0
18088,Frank Richard Capsouras,M,1.7,100.0
18089,Dumitru Captari,M,1.68,79.0
18090,Waldemar Capucci,M,1.7,75.0
18091,"Nuno Fernando ""Capucho"" Gonalves da Rocha",M,1.8,78.0
18093,Santiago Capurro Lpez,M,1.64,67.0
18095,Petre Capusta,M,1.71,77.0
18100,Pierre Caque,M,1.87,90.0
18101,Jos Manuel Carabal,M,1.76,75.0
18102,Norfalia Carabal Villegas,F,1.62,49.0
18103,Erwin Jos Caraballo Cabrera,M,1.85,130.0
18106,Horacio Carabelli Mari,M,1.87,76.0
18107,Bruno Carabetta,M,1.72,72.0
18108,Gioacchino Caracausi,M,1.69,75.0
18109,Roberto Caracciolo Mandje (-Mandje),M,1.83,68.0
18111,Germano Giovanni Caraffini,M,1.76,79.0
18112,Leonida Caraiosifoglu,M,1.86,75.0
18113,Adrian Ignacio Carambula Raurich,M,1.83,84.0
18114,Cesare Caramelli,M,1.73,68.0
18115,Giuseppe Carando,M,1.9,90.0
18118,Benot Pierre Caranobe,M,1.64,60.0
18119,Petric Crare,M,1.68,69.0
18120,Francine Camila de Moraes Cararo,F,1.73,65.0
18121,Filippo Cristiano Caratti,M,1.78,68.0
18122,Antonio Carattino,M,1.72,70.0
18123,Domenico Carattino,M,1.74,72.0
18124,Giuseppe Carattino,M,1.76,74.0
18125,Pedro Filipe Neto da Silva Caravana,M,1.69,62.0
18126,Luciano Caravani,M,1.72,71.0
18127,Marzia Caravelli,F,1.77,62.0
18130,Michael Carbajal,M,1.65,48.0
18131,Alfonso Carbajo Fernndez,M,1.6,54.0
18132,Paula Carballido Romero,F,1.7,53.0
18133,Jess Carballo Martnez,M,1.73,70.0
18134,Manuel Carballo Snchez,M,1.76,74.0
18135,Manuel Carballo Martnez,M,1.7,65.0
18136,Rubn Oscar Carballo,M,1.65,51.0
18137,Georges Carbasse,M,1.72,68.0
18138,Javier Carbayeda Echeverra,M,1.78,68.0
18139,Dante Pietro Carbini,M,1.88,86.0
18141,Victoria Carb,F,1.65,57.0
18142,Sally May Carbon (-Bell),F,1.65,59.0
18144,Lorenzo Carboncini,M,1.91,91.0
18145,Alejandra Andrea Carbone,F,1.62,52.0
18146,Francesca Carbone,F,1.69,65.0
18148,Ismael Carbonell Sam,M,1.84,92.0
18150,Ona Carbonell Ballestero,F,1.74,54.0
18151,Rafael Carbonell Carrion,M,1.6,48.0
18152,Toms Carbonell Llad,M,1.78,71.0
18154,Gaetano Carboni,M,1.7,52.0
18156,Andr Carbonnelle,M,1.79,78.0
18157,"douard ""Eddy"" Carbonnelle",M,1.85,79.0
18158,Paul Anthony Carbutt,M,1.75,70.0
18159,Kenia Carcaces Opn,F,1.89,69.0
18162,Tssia Pereira De Souza Carcavalli,F,1.79,61.0
18165,Cludia Carceroni-Saintagne,F,1.65,54.0
18167,Kelsey Card,F,1.78,116.0
18171,Alejandro Manuel Crdeas Robles,M,1.86,73.0
18172,Alicia Crdeas,F,1.68,60.0
18173,Amauris Cardenas,M,1.83,82.0
18174,Felipe Crdenas Morales,M,1.83,75.0
18175,"Mara ""Gaby"" Crdeas",F,1.73,62.0
18176,Mara del Carmen Crdeas,F,1.55,46.0
18177,Oscar Crdenas,M,1.8,81.0
18178,"Patricia ""Patty"" Cardenas",F,1.7,73.0
18179,Juan Ral Crdenas de la Vega,M,1.82,76.0
18180,Regla Mara Crdeas Telo,F,1.81,77.0
18181,Sonia Crdeas Saavedra,F,1.68,56.0
18182,Carlos Cardet Llorente,M,1.6,77.0
18183,Ezio Cardi,M,1.77,79.0
18186,Cassandra Cardinell,F,1.6,52.0
18187,Bertrand Cardis,M,1.85,85.0
18189,Benjamn Cardona Gordillo,M,1.7,69.0
18190,Juan Carlos Cardona Rivas,M,1.65,60.0
18191,Prudencio Cardona,M,1.68,46.0
18194,Andr Fernando dos Santos Martins Cardoso,M,1.68,57.0
18195,ngela Snia  Monteiro Cardoso,F,1.8,77.0
18196,Augusto Manuel Ferreira Cardoso Pereira,M,1.72,65.0
18197,Daniela Bruno Stoffel Cardoso,F,1.57,47.0
18198,Eusebio Cardoso Asuncin,M,1.72,67.0
18200,Manuel Antnio Leal Cardoso,M,1.79,70.0
18203,Ricardo Sampaio Cardoso,M,1.74,65.0
18206,Jos Saturnino Cardozo Otaz,M,1.89,83.0
18207,Paola Cardullo,F,1.59,56.0
18209,Ronald Edmund Cardwell,M,1.86,77.0
18210,Jacques Cardyn,M,1.85,75.0
18211,Javier Careaga Taguea,M,1.76,72.0
18212,"Hamilton ""Careca"" de Souza",M,1.7,67.0
18215,John Robert Carenza,M,1.93,95.0
18216,Jacques Carette,M,1.76,63.0
18217,"Patricia Sarina ""Patty"" Caretto (-Thompson, -Brown)",F,1.6,56.0
18218,Dillon Carew,M,1.76,63.0
18219,Gordon Carew,M,1.63,60.0
18221,"Marcus ""Mark"" Carew",M,1.83,86.0
18222,Mary Louise Carew (-Armstrong),F,1.57,45.0
18223,Adrian David Carew-Dodson,M,1.78,65.0
18224,Patrick Alan Carey,M,1.78,73.0
18225,Annabelle Jane Carey (-Reid),F,1.63,53.0
18229,Lance Carey,M,1.78,68.0
18230,Michelle Carey,F,1.69,56.0
18231,"Raymond E. ""Ray"" Carey",M,1.78,73.0
18232,"Richard John ""Rick"" Carey",M,1.83,82.0
18236,"Christopher ""Chris"" Cargo",M,1.82,79.0
18237,Euda Mara Caras Morales,F,1.64,49.0
18240,Alba Caride Costas,F,1.61,36.0
18241,Juan Caride Grandal,M,1.73,68.0
18244,Yves Carignan,M,1.67,56.0
18247,"Milton ""Carioquinha"" Setrini Jnior",M,1.88,73.0
18249,Tanguy Cariou,M,1.8,71.0
18250,Mayelis Yesenia Caripa Castillo,F,1.47,48.0
18251,Stphane Caristan,M,1.87,75.0
18253,"Antnio Carlos ""Carlo"" Aguilar Gouveia",M,1.96,93.0
18258,Gustaf Fredrik Carln,M,1.77,67.0
18259,Per Arne Owe Carln,M,1.95,97.0
18262,Laura Gabriela Crlescu-Badea,F,1.68,56.0
18264,Gillian Carleton,F,1.79,68.0
18268,Piero Carletto,M,1.89,90.0
18269,Paul Erik Olofsson Carlgren,M,1.84,71.0
18271,Diletta Carli,F,1.7,61.0
18277,Claude Carlin,M,1.78,67.0
18278,"Jazmin Roxy ""Jazz"" Carlin",F,1.75,57.0
